Ingredient name,Role in formulation
R-(S-RAINBOW TROUT OLIGOPEPTIDE-1 SH-POLYPEPTIDE-72),"ANTIOXIDANT, HAIR CONDITIONING, SKIN PROTECTING"
R-(S-RAINBOW TROUT OLIGOPEPTIDE-1 SH-POLYPEPTIDE-92),"ANTIOXIDANT, HAIR CONDITIONING, SKIN PROTECTING"
R-(SH-OLIGOPEPTIDE-4 DECAPEPTIDE-40),SKIN CONDITIONING
R-(SH-OLIGOPEPTIDE-75 SH-OLIGOPEPTIDE-2),"ANTI-SEBUM, ANTIOXIDANT, HAIR CONDITIONING, SKIN PROTECTING"
R-(SH-OLIGOPEPTIDE-75 SH-POLYPEPTIDE-1),"ANTI-SEBUM, ANTIOXIDANT, HAIR CONDITIONING, SKIN PROTECTING"
R-(SH-OLIGOPEPTIDE-75 SH-POLYPEPTIDE-8),"ANTI-SEBUM, ANTIOXIDANT, HAIR CONDITIONING, SKIN PROTECTING"
R-(SH-OLIGOPEPTIDE-75 SH-POLYPEPTIDE-9),"ANTI-SEBUM, ANTIOXIDANT, HAIR CONDITIONING, SKIN PROTECTING"
R-(SH-OLIGOPEPTIDE-94 HEXAPEPTIDE-40),ANTIOXIDANT
R-(SH-POLYPEPTIDE-111 OLIGOPEPTIDE-163 SH-POLYPEPTIDE-117 SH-POLYPEPTIDE-94 SH-POLYPEPTIDE-95 PENTAPEPTIDE-63 OLIGOPEPTIDE-163 SH-POLYPEPTIDE-6) DIMER,"SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT, SKIN PROTECTING"
R-(SH-POLYPEPTIDE-119 DECAPEPTIDE-40),SKIN CONDITIONING - MISCELLANEOUS
R-(SH-POLYPEPTIDE-19 DECAPEPTIDE-40),SKIN CONDITIONING - MISCELLANEOUS
R-(SH-POLYPEPTIDE-22 DECAPEPTIDE-40),SKIN CONDITIONING - MISCELLANEOUS
R-(SH-POLYPEPTIDE-60 OLIGOPEPTIDE-166),ANTIOXIDANT
R-(SH-POLYPEPTIDE-62 DECAPEPTIDE-40),SKIN CONDITIONING - MISCELLANEOUS
R-(SH-POLYPEPTIDE-69 TRIPEPTIDE-78 SH-POLYPEPTIDE-69 ASPARTYL HEXAPEPTIDE-40 HEXAPEPTIDE-78),"SKIN CONDITIONING, SKIN PROTECTING"
R-(SH/S-MOUSE POLYPEPTIDE-1 SH-POLYPEPTIDE-95),NOT REPORTED
R-(SH/S-MOUSE POLYPEPTIDE-1 SH-POLYPEPTIDE-95)/R-(SH/S-MOUSE POLYPEPTIDE-2 SH-POLYPEPTIDE-118),SKIN CONDITIONING
R-(SH/S-MOUSE POLYPEPTIDE-2 SH-POLYPEPTIDE-118),NOT REPORTED
R-(TETRAPEPTIDE-69 SH-POLYPEPTIDE-126 HEXAPEPTIDE-40),"SKIN CONDITIONING, SKIN PROTECTING"
R-BACILLUS LICHENIFORMIS KERATINASE,"NAIL CONDITIONING, SKIN CONDITIONING"
R-CLOSTRIDIUM HISTOLYTICUM COLLAGENASE G,SKIN CONDITIONING
R-CLOSTRIDIUM HISTOLYTICUM COLLAGENASE H,SKIN CONDITIONING
R-CLOSTRIDIUM HISTOLYTICUM COLLAGENASE RH-OLIGOPEPTIDE-60,SKIN CONDITIONING
R-ESCHERICHIA COLI THIOREDOXIN-1,NOT REPORTED
R-ESCHERICHIA COLI/GENISTEIN FERMENT EXTRACT FILTRATE,"ANTIOXIDANT, SKIN CONDITIONING, SKIN PROTECTING"
R-ESCHERICHIA COLI/SUNFLOWER SEED OIL FERMENT EXTRACT,"ANTIOXIDANT, SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT"
R-GANODERMA MICROSPORUM POLYPEPTIDE-1,NOT REPORTED
R-MUSSEL POLYPEPTIDE-2,NOT REPORTED
R-OLIGOPEPTIDE-91 SH-POLYPEPTIDE-99,SKIN CONDITIONING
R-SACCHAROMYCES/SUCROSE FERMENT EXTRACT,"ANTIMICROBIAL, FRAGRANCE, SKIN CONDITIONING, SKIN PROTECTING"
R-SLEEPING CHIRONOMID POLYPEPTIDE-1,"HUMECTANT, SKIN CONDITIONING"
R-SLEEPING CHIRONOMID POLYPEPTIDE-2,"HUMECTANT, SKIN CONDITIONING"
R-SPIDER-POLYPEPTIDE-3,SKIN CONDITIONING
R-SYNECHOCOCCUS POLYPEPTIDE-1,NOT REPORTED
R-TETRAPEPTIDE-38 HEXAPEPTIDE-40 NONAPEPTIDE-39 SH-POLYPEPTIDE-105,HAIR CONDITIONING
R-TETRAPEPTIDE-38 HEXAPEPTIDE-40 OLIGOPEPTIDE-152 SH-POLYPEPTIDE-106,HAIR CONDITIONING
RABBIT ADIPOSE STROMAL CELL CONDITIONED MEDIA,"EYELASH CONDITIONING, HAIR CONDITIONING, SKIN CONDITIONING - MISCELLANEOUS"
RABBIT FAT,SKIN CONDITIONING
RADIUM ORE POWDER,"ABRASIVE, ANTIMICROBIAL, ANTIOXIDANT, HUMECTANT, PRESERVATIVE"
RAFFINOSE,SKIN CONDITIONING
RANUNCULUS CANTONIENSIS EXTRACT,"SKIN CONDITIONING - HUMECTANT, SKIN PROTECTING"
RAPESEED ACID,"CLEANSING, SURFACTANT - CLEANSING"
RAPESEED GAMMA-LACTONE,"HAIR CONDITIONING, NAIL CONDITIONING, SKIN CONDITIONING"
RAPESEED GLYCERIDE,"SKIN CONDITIONING - EMOLLIENT, SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING"
RAPESEED GLYCERIDES,SKIN CONDITIONING - EMOLLIENT
RAPESEED SOPHOROLIPIDS,"ANTIMICROBIAL, CLEANSING, DEODORANT, SURFACTANT - CLEANSING"
RAPESEEDAMIDOPROPYL BENZYLDIMONIUM CHLORIDE,"ANTISTATIC, HAIR CONDITIONING, SURFACTANT - CLEANSING"
RAPESEEDAMIDOPROPYL EPOXYPROPYL DIMONIUM CHLORIDE,ANTISTATIC
RAPHANUS SATIVUS ROOT JUICE,SKIN CONDITIONING
RAPHANUS SATIVUS ROOT POWDER,"SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT"
RAPHANUS SATIVUS SPROUT JUICE,"ANTIMICROBIAL, ANTIOXIDANT, SKIN CONDITIONING, SKIN PROTECTING"
RAPHANUS SATIVUS SPROUT POWDER,"HAIR CONDITIONING, SKIN CONDITIONING"
RAPHANUS SATIVUS/TRIGONELLA FOENUM-GRAECUM/BRASSICA OLERACEA ITALICA SPROUT JUICE ,"ANTIMICROBIAL, ANTIOXIDANT, SKIN CONDITIONING, SKIN PROTECTING"
RAPHIA TAEDIGERA FRUIT OIL,SKIN CONDITIONING
RASPBERRY KETONE,"FRAGRANCE, PERFUMING, SKIN CONDITIONING"
RASPBERRY KETONE METHYL ETHER,"FLAVOURING, FRAGRANCE"
RAUWOLFIA SERPENTINA EXTRACT,"ASTRINGENT, SKIN CONDITIONING"
RAVENALA MADAGASCARIENSIS KERNEL OIL,SKIN CONDITIONING - EMOLLIENT
RAYON,"BULKING, VISCOSITY CONTROLLING"
REBAUDIOSIDE A,SKIN CONDITIONING
RECOFLAVONE,SKIN CONDITIONING - EMOLLIENT
RED JUNGLEFOWL BLASTODERM PLURIPOTENT CELL CULTURE CONDITIONED MEDIA,SKIN CONDITIONING
RED JUNGLEFOWL INDUCED PLURIPOTENT CELL CULTURE CONDITIONED MEDIA,HUMECTANT
RED RICE VINEGAR,ASTRINGENT
REPAGERMANIUM,SKIN CONDITIONING
RESACETOPHENONE,"ANTIOXIDANT, BLEACHING, SKIN CONDITIONING"
RESMETHRIN,ANTIMICROBIAL
RESORCINOL,"ANTIOXIDANT, DENATURANT, HAIR DYEING, PERFUMING"
RESORCINOL BIS-ETHYLHEXANOATE,BLEACHING
RESORCINOL DIHEXYL ETHER,BLEACHING
RESORCINOL DIMETHYL ETHER,PERFUMING
RESORCINOL DIPENTYL ETHER,SKIN CONDITIONING
RESVERATRYL FERULATE,SKIN CONDITIONING
RESVERATRYL TRIS-ETHYLHEXANOATE,"ANTIOXIDANT, BLEACHING, SKIN CONDITIONING"
RETINOIC ACID,NOT REPORTED
RETINOXYTRIMETHYLSILANE,SKIN CONDITIONING
RETINOYL PULLULAN,"ANTIOXIDANT, SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT"
RETINYL DIMETHYLGLYCYLPROLINATE,"SKIN CONDITIONING, SKIN PROTECTING"
RETINYL FORMYL ASPARTAMATE,"ANTIOXIDANT, SKIN CONDITIONING - EMOLLIENT"
RETINYL HYDROXYPENTANOATYL SHIKIMATE,"SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT"
RETINYL RETINOATE,SKIN CONDITIONING
RETINYL RICE BRANATE,"ANTIOXIDANT, SKIN CONDITIONING"
RETINYL SOYATE,"SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT"
RETINYL SUNFLOWERSEEDATE,SKIN CONDITIONING
RETINYL TALLATE,SKIN CONDITIONING
RETYNIL FORMYL ASPARTAMATE,"ANTIOXIDANT, SKIN CONDITIONING - EMOLLIENT"
REYNOUTRIA SACHALINENSIS RHIZOME/ROOT EXTRACT,SKIN CONDITIONING - EMOLLIENT
REYNOUTRIA SACHALINENSIS ROOT EXTRACT,"SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT"
REYNOUTRIA SACHALINENSIS ROOT/STEM EXTRACT,SKIN CONDITIONING - EMOLLIENT
RH-OLIGOPEPTIDE-1,SKIN CONDITIONING
RH-OLIGOPEPTIDE-17,SKIN CONDITIONING
RH-OLIGOPEPTIDE-2,SKIN PROTECTING
RH-POLYPEPTIDE-1,"SKIN CONDITIONING, SKIN PROTECTING"
RH-POLYPEPTIDE-10,SKIN CONDITIONING
RH-POLYPEPTIDE-105,HAIR CONDITIONING
RH-POLYPEPTIDE-11,SKIN CONDITIONING
RH-POLYPEPTIDE-111,NOT REPORTED
RH-POLYPEPTIDE-114,NOT REPORTED
RH-POLYPEPTIDE-115,NOT REPORTED
RH-POLYPEPTIDE-12,SKIN CONDITIONING
RH-POLYPEPTIDE-125,HAIR CONDITIONING
RH-POLYPEPTIDE-13 ,SKIN CONDITIONING
RH-POLYPEPTIDE-14 ,SKIN CONDITIONING
RH-POLYPEPTIDE-15,SKIN CONDITIONING
RH-POLYPEPTIDE-16,SKIN CONDITIONING
RH-POLYPEPTIDE-17,"HAIR CONDITIONING, SKIN CONDITIONING"
RH-POLYPEPTIDE-18,"HAIR CONDITIONING, SKIN CONDITIONING"
RH-POLYPEPTIDE-19,SKIN PROTECTING
RH-POLYPEPTIDE-2,SKIN CONDITIONING
RH-POLYPEPTIDE-22,SKIN CONDITIONING
RH-POLYPEPTIDE-25,SKIN CONDITIONING
RH-POLYPEPTIDE-26,SKIN CONDITIONING
RH-POLYPEPTIDE-27,NOT REPORTED
RH-POLYPEPTIDE-28,"REDUCING, SKIN CONDITIONING"
RH-POLYPEPTIDE-29,NOT REPORTED
RH-POLYPEPTIDE-3,SKIN CONDITIONING
RH-POLYPEPTIDE-4,SKIN CONDITIONING
RH-POLYPEPTIDE-45,SKIN CONDITIONING
RH-POLYPEPTIDE-48,NOT REPORTED
RH-POLYPEPTIDE-5,SKIN CONDITIONING
RH-POLYPEPTIDE-50,SKIN CONDITIONING
RH-POLYPEPTIDE-6,SKIN CONDITIONING
RH-POLYPEPTIDE-60,"REDUCING, SKIN CONDITIONING"
RH-POLYPEPTIDE-61,SKIN CONDITIONING
RH-POLYPEPTIDE-7,"HUMECTANT, SKIN CONDITIONING, SKIN PROTECTING"
RH-POLYPEPTIDE-7 HEXAPEPTIDE-25,"ANTIOXIDANT, HAIR CONDITIONING, SKIN CONDITIONING"
RH-POLYPEPTIDE-8,NOT REPORTED
RH-POLYPEPTIDE-82,"SKIN CONDITIONING, SKIN PROTECTING"
RH-POLYPEPTIDE-87,SKIN CONDITIONING
RH-POLYPEPTIDE-88,SKIN CONDITIONING
RH-POLYPEPTIDE-9,NOT REPORTED
RH-POLYPEPTIDE-94,NOT REPORTED
RH-POLYPEPTIDE-95,NOT REPORTED
RH-POLYPEPTIDE-96,"HUMECTANT, SKIN CONDITIONING, SOLVENT, SURFACTANT - CLEANSING"
RHAMNOLIPIDS,"EMULSION STABILISING, SKIN CONDITIONING - EMOLLIENT, SURFACTANT - EMULSIFYING"
RHAMNOSE,"FRAGRANCE, HUMECTANT"
RHEIN,ANTIMICROBIAL
RHEUM PALMATUM ROOT,"ASTRINGENT, TONIC"
RHEUM PALMATUM ROOT WATER,HUMECTANT
RHEUM RHABARBARUM EXTRACT,SKIN CONDITIONING
RHEUM RHABARBARUM STALK JUICE,SKIN CONDITIONING
RHEUM RHAPONTICUM FRUIT WATER,SKIN CONDITIONING
RHINACANTHUS NASUTUS LEAF POWDER,HUMECTANT
RHINACANTHUS NASUTUS ROOT POWDER,HUMECTANT
RHIZOBIAN GUM,"FILM FORMING, HAIR FIXING, PLASTICISER, VISCOSITY CONTROLLING"
RHIZOPUS/BORAGO OFFICINALIS SEED OIL FERMENT FILTRATE,SKIN CONDITIONING
RHIZOPUS/SACCHAROMYCES/(RICE/WHEAT) ENDOSPERM FERMENT FILTRATE,SKIN CONDITIONING - MISCELLANEOUS
RHIZOPUS/SACCHAROMYCES/ACANTHOPANAX SESSILIFLORUS BARK/CORN STARCH/(CORNUS OFFICINALIS/CRATAEGUS PINNATIFIDA/LYCIUM CHINENSE/SCHISANDRA CHINENSIS) FRUIT/HYDRANGEA SERRATA LEAF/(ASTRAGALUS MEMBRANACEUS/DIOSCOREA JAPONICA/GINGER/LICORICE/PANAX GINSENG) ROOT/PORIA COCOS/RICE FERMENT EXTRACT FILTRATE ,"SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT"
RHIZOPUS/SACCHAROMYCES/RICE FERMENT,"SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT"
RHIZOPUS/SACCHAROMYCES/RICE FERMENT EXTRACT FILTRATE,"SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT"
RHIZOPUS/SACCHAROMYCES/RICE LEES FERMENT EXTRACT,"ANTIOXIDANT, SKIN CONDITIONING, SKIN PROTECTING"
RHODINOL,PERFUMING
RHODINOLS,PERFUMING
RHODINYL FORMATE,PERFUMING
RHODIOLA SACHALINENSIS CALLUS,"HUMECTANT, SKIN CONDITIONING - EMOLLIENT"
RHODOCHROSITE,SKIN CONDITIONING
RHODOCOCCUS/SAFFLOWER SEED OIL FERMENT FILTRATE,"HUMECTANT, SKIN CONDITIONING"
RHODODENDROL,SKIN CONDITIONING
RHODODENDRON ANTHOPOGON BRANCH/FLOWER/LEAF OIL,FRAGRANCE
RHODODENDRON ANTHOPOGON FLOWER POWDER,HUMECTANT
RHODODENDRON ANTHOPOGON LEAF POWDER,HUMECTANT
RHODODENDRON FERRUGINEUM FLOWER WATER,"FRAGRANCE, SKIN CONDITIONING - MISCELLANEOUS"
RHODODENDRON WEYRICHII BRANCH/LEAF EXTRACT,SKIN CONDITIONING
RHODOPSEUDOMONAS,"BLEACHING, SKIN CONDITIONING"
RHODOPSEUDOMONAS LYSATE EXTRACT,HAIR CONDITIONING
RHODOSPORIDIUM FERMENT EXTRACT,ANTIOXIDANT
RHODOTYPOS SCANDENS LEAF/STEM EXTRACT,SKIN CONDITIONING - HUMECTANT
RHUS SUCCEDANEA FRUIT CERA,"BINDING, SKIN CONDITIONING - EMOLLIENT, VISCOSITY CONTROLLING"
RHUS SUCCEDANEA FRUIT WAX,"BINDING, VISCOSITY CONTROLLING"
RHUS VERNICIFLUA PEEL CERA,"LIGHT STABILIZER, SKIN CONDITIONING - EMOLLIENT"
RHUS VERNICIFLUA PEEL WAX,NOT REPORTED
RHYNCHOSIA NULUBILIS SEED FERMENT EXTRACT,SKIN CONDITIONING - MISCELLANEOUS
RHYOLITE POWDER,UV ABSORBER
RIBES GROSSULARIA FRUIT JUICE,SKIN CONDITIONING
RIBES NIGRUM,"HUMECTANT, SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT"
RIBES NIGRUM (BLACK CURRANT) FRUIT POWDER ,EXFOLIATING
RIBES NIGRUM BUD CERA,SKIN PROTECTING
RIBES NIGRUM BUD WAX,NOT REPORTED
RIBES NIGRUM CALLUS POWDER,SKIN CONDITIONING
RIBES NIGRUM FRUIT,"ASTRINGENT, SKIN CONDITIONING"
RIBES NIGRUM FRUIT WATER,"FRAGRANCE, SKIN CONDITIONING"
RIBES NIGRUM JUICE,SKIN CONDITIONING
RIBES NIGRUM LEAF,SKIN CONDITIONING
RIBES NIGRUM LEAF WATER,SKIN CONDITIONING
RIBES RUBRUM (CURRANT) FRUIT WATER,SKIN CONDITIONING
RIBES RUBRUM CALLUS POWDER,"ANTIOXIDANT, SKIN PROTECTING"
RIBES RUBRUM FRUIT,ASTRINGENT
RIBES RUBRUM FRUIT WATER,SKIN CONDITIONING
RIBES RUBRUM JUICE,SKIN CONDITIONING
RIBOFLAVIN,"COLORANT, SKIN CONDITIONING - MISCELLANEOUS"
RIBONIC ACID,"BUFFERING, CHELATING"
RIBONOLACTONE,HUMECTANT
RIBOSE,"HUMECTANT, SKIN CONDITIONING"
RICE AMINO ACIDS,"HAIR CONDITIONING, SKIN CONDITIONING"
RICE BRAN ACID,"CLEANSING, SURFACTANT - CLEANSING"
RICE BRAN OIL DIMETHYLAMINOETHYL ESTERS LACTATE,"SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING"
RICE BRAN OIL/OLEIC ACID 3-AMINOPROPANOL AMIDES/ESTERS,SKIN CONDITIONING - HUMECTANT
RICE BRAN/GERM TRITERPENOIDS,SKIN CONDITIONING
RICE DECAPEPTIDE-1 DIPEPTIDE-56 AMIDE SP,SKIN CONDITIONING - MISCELLANEOUS
RICE DECAPEPTIDE-1 SP,NOT REPORTED
RICE HULL VINEGAR,SKIN CONDITIONING
RICE OLIGOPEPTIDE-91 SH-POLYPEPTIDE-1,"HUMECTANT, SKIN CONDITIONING"
RICE OLIGOPEPTIDE-91 SH-POLYPEPTIDE-9,"HUMECTANT, SKIN CONDITIONING"
RICE SH-POLYPEPTIDE-9,SKIN CONDITIONING
RICEBRANAMIDE DEA,"SURFACTANT - FOAM BOOSTING, VISCOSITY CONTROLLING"
RICEBRANAMIDOPROPYL HYDROXYETHYL DIMONIUM CHLORIDE,"ANTISTATIC, HAIR CONDITIONING"
RICINOLEAMIDE DEA,"ANTISTATIC, SURFACTANT - CLEANSING, SURFACTANT - FOAM BOOSTING, VISCOSITY CONTROLLING"
RICINOLEAMIDE MEA,"ANTISTATIC, SURFACTANT - CLEANSING, SURFACTANT - FOAM BOOSTING, VISCOSITY CONTROLLING"
RICINOLEAMIDE MIPA,"ANTISTATIC, SURFACTANT - CLEANSING, SURFACTANT - FOAM BOOSTING, VISCOSITY CONTROLLING"
RICINOLEAMIDOPROPYL DIMETHYLAMINE,"ANTISTATIC, HAIR CONDITIONING"
RICINOLEAMIDOPROPYLTRIMONIUM CHLORIDE,"ANTISTATIC, HAIR CONDITIONING"
RICINOLEIC ACID,"CLEANSING, SKIN CONDITIONING - EMOLLIENT, SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING"
RICINOLEIC ACID/ADIPIC ACID/AEEA COPOLYMER,VISCOSITY CONTROLLING
RICINOLEOYL EPOXY RESIN,FILM FORMING
RICINOLETH-40,"CLEANSING, SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING"
RNA,SKIN CONDITIONING
ROBINIA PSEUDOACACIA FLOWER WATER,SKIN CONDITIONING
ROSA ALBA CALLUS FERMENT EXTRACT,SKIN PROTECTING
ROSA ALBA FLOWER OIL,FRAGRANCE
ROSA ALBA FLOWER WATER,FRAGRANCE
ROSA BORBONIANA FLOWER WATER,"FRAGRANCE, PERFUMING, SKIN CONDITIONING"
ROSA CANINA FLOWER,FRAGRANCE
ROSA CANINA FLOWER POWDER,SKIN CONDITIONING
ROSA CANINA FRUIT,ASTRINGENT
ROSA CANINA FRUIT JUICE,ASTRINGENT
ROSA CANINA FRUIT/FLOWER EXTRACT,"HUMECTANT, SKIN CONDITIONING"
ROSA CANINA SEED,"ABRASIVE, SKIN CONDITIONING"
ROSA CANINA SEED OIL,SKIN CONDITIONING - EMOLLIENT
ROSA CANINA SEED POWDER,"ABRASIVE, KERATOLYTIC, SKIN CONDITIONING"
ROSA CENTIFOLIA FLOWER,"FRAGRANCE, SKIN CONDITIONING"
ROSA CENTIFOLIA FLOWER CERA,"FRAGRANCE, SKIN PROTECTING"
ROSA CENTIFOLIA FLOWER JUICE,SKIN CONDITIONING
ROSA CENTIFOLIA FLOWER POWDER,ABRASIVE
ROSA CENTIFOLIA FLOWER WATER,"SKIN CONDITIONING, SKIN PROTECTING"
ROSA CENTIFOLIA FLOWER WAX,SKIN CONDITIONING
ROSA CENTIFOLIA STEM EXTRACT,"SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT"
ROSA CHINENSIS CALLUS LYSATE,"SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT"
ROSA DAMASCENA CALLUS,"ANTI-SEBUM, ANTIMICROBIAL, ANTIOXIDANT, HAIR CONDITIONING, SKIN PROTECTING"
ROSA DAMASCENA CALLUS CULTURE CONDITIONED MEDIA,"ANTI-SEBUM, ANTIMICROBIAL, ANTIOXIDANT, HAIR CONDITIONING, SKIN PROTECTING"
ROSA DAMASCENA CALLUS EXTRACELLULAR VESICLES,SKIN CONDITIONING - MISCELLANEOUS
ROSA DAMASCENA FLOWER,SKIN CONDITIONING
ROSA DAMASCENA FLOWER CERA,FRAGRANCE
ROSA DAMASCENA FLOWER POWDER,FRAGRANCE
ROSA DAMASCENA FLOWER WATER,"FRAGRANCE, SKIN CONDITIONING, SKIN PROTECTING"
ROSA DAMASCENA FLOWER WAX,FRAGRANCE
ROSA DOUBLE DELIGHT STEM EXTRACT,SKIN CONDITIONING - MISCELLANEOUS
ROSA DUVICA CALLUS CULTURE EXTRACT,"ANTIOXIDANT, HAIR CONDITIONING, SKIN PROTECTING"
ROSA GALLICA CALLUS LYSATE,ANTIOXIDANT
ROSA GALLICA CALLUS POWDER,SKIN CONDITIONING
ROSA GALLICA FLOWER,SKIN CONDITIONING
ROSA GALLICA FLOWER POWDER,SKIN CONDITIONING
ROSA GALLICA FLOWER WATER,"FLAVOURING, FRAGRANCE, PERFUMING"
ROSA HIRTULA BRANCH/LEAF EXTRACT,HUMECTANT
ROSA HYBRID FLOWER,SKIN CONDITIONING
ROSA HYBRID FLOWER CERA,SKIN CONDITIONING - EMOLLIENT
ROSA HYBRID FLOWER WATER,"FRAGRANCE, SKIN PROTECTING"
ROSA HYBRID FLOWER WAX,"SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT"
ROSA MEICHIBON/DELGRAMAUE CALLUS,"SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT"
ROSA MOSCHATA SEED POWDER,EXFOLIATING
ROSA MULTIFLORA FLOWER CERA,"SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT, VISCOSITY CONTROLLING"
ROSA MULTIFLORA FLOWER WATER,"HUMECTANT, SKIN CONDITIONING"
ROSA MULTIFLORA FLOWER WAX,"SKIN CONDITIONING, VISCOSITY CONTROLLING"
ROSA MULTIFLORA FRUIT,MOISTURISING
ROSA MULTIFLORA LEAF/STEM EXTRACT,"ANTIOXIDANT, SKIN CONDITIONING - EMOLLIENT, SKIN CONDITIONING - HUMECTANT"
ROSA ROXBURGHII JUICE,"HUMECTANT, SKIN CONDITIONING - EMOLLIENT"
ROSA RUGOSA BRANCH/LEAF EXTRACT,ANTIOXIDANT
ROSA RUGOSA BUD POWDER,"ABRASIVE, FRAGRANCE, HUMECTANT, SKIN PROTECTING"
ROSA RUGOSA CALLUS CULTURE EXTRACT,"ANTI-SEBUM, ANTIMICROBIAL, ANTIOXIDANT, HUMECTANT, SKIN PROTECTING"
ROSA RUGOSA FLOWER POWDER,"HUMECTANT, SKIN CONDITIONING"
ROSA RUGOSA FLOWER WATER,"FRAGRANCE, PERFUMING"
ROSA RUGOSA SEED OIL,SKIN CONDITIONING - EMOLLIENT
ROSE FLOWER OIL/EXTRACT,FRAGRANCE
ROSE KETONE-3,PERFUMING
ROSE KETONE-4,PERFUMING
ROSE KETONE-5,PERFUMING
ROSE KETONES,FRAGRANCE
ROSIN,"BINDING, FILM FORMING, VISCOSITY CONTROLLING"
ROSIN ACRYLATE,"FILM FORMING, HAIR FIXING"
ROSIN HYDROLYZED COLLAGEN,"FILM FORMING, HAIR CONDITIONING, HAIR FIXING, SKIN CONDITIONING"
ROSIN/FORMALDEHYDE COPOLYMER,DEPILATORY
ROSMARINIC ACID,"ANTIOXIDANT, SOOTHING"
ROSMARINOYL TETRAPEPTIDE-75,"ANTIOXIDANT, SKIN CONDITIONING"
ROUGH LEATHER CORAL EXTRACT,SKIN CONDITIONING - MISCELLANEOUS
ROYAL JELLY,
ROYAL JELLY POWDER,SKIN CONDITIONING
ROYAL JELLY WATER,HUMECTANT
RUBBER LATEX,"FILM FORMING, OPACIFYING"
RUBIA ARGYI ROOT EXTRACT,SOLVENT
RUBIA CORDIFOLIA ROOT POWDER,SKIN CONDITIONING
RUBIA TINCTORUM ROOT,"SKIN CONDITIONING, SOOTHING, TONIC"
RUBUS ARCTICUS FRUIT WATER,ANTIOXIDANT
RUBUS CHAMAEMORUS CALLUS,SKIN CONDITIONING
RUBUS CHAMAEMORUS FRUIT JUICE,SKIN CONDITIONING
RUBUS COREANUS SEED OIL,ANTIOXIDANT
RUBUS CRATAEGIFOLIUS FRUIT WATER,ANTIOXIDANT
RUBUS DELICIOSUS FRUIT JUICE,"ASTRINGENT, SKIN CONDITIONING"
RUBUS FRUTICOSUS FRUIT WATER,"FRAGRANCE, PERFUMING"
RUBUS FRUTICOSUS FRUIT/(CYMBOPOGON CITRATUS/EQUISETUM ARVENSE/EUCALYPTUS DIVES) LEAF/(LAVENDER LEAF/FLOWER)/(HOUTTUYNIA CORDATA LEAF/FLOWER/STEM)/(PEACH FRUIT/LEAF)/(ARTEMISIA PRINCEPS/PINUS DENSIFLORA/PINUS THUNBERGII LEAF/STEM) FERMENT FILTRATE,"ANTI-SEBUM, ANTIMICROBIAL, ANTIOXIDANT"
RUBUS FRUTICOSUS JUICE,ASTRINGENT
RUBUS FRUTICOSUS SEED,SKIN CONDITIONING
RUBUS IDAEUS CALLUS POWDER,SKIN CONDITIONING
RUBUS IDAEUS FRUIT,ASTRINGENT
RUBUS IDAEUS FRUIT WATER,"FRAGRANCE, SKIN CONDITIONING"
RUBUS IDAEUS JUICE,"ASTRINGENT, SKIN CONDITIONING, SMOOTHING, TONIC"
RUBUS IDAEUS LEAF CELL CULTURE,SKIN CONDITIONING
RUBUS IDAEUS LEAF CERA,FRAGRANCE
RUBUS IDAEUS LEAF POWDER,SKIN CONDITIONING
RUBUS IDAEUS LEAF WAX,FRAGRANCE
RUBUS IDAEUS SACHALINENSIS FRUIT JUICE,"FRAGRANCE, SKIN CONDITIONING"
RUBUS IDAEUS SEED,ABRASIVE
RUBUS IDAEUS SEED POWDER,ABRASIVE
RUBUS IDAEUS SEEDCAKE POWDER,SKIN CONDITIONING
RUBUS OCCIDENTALIS FRUIT JUICE,SKIN CONDITIONING
RUBUS PUNGENS LEAF/STEM EXTRACT,SKIN CONDITIONING
RUBUS STRIGOSUS SEED,SKIN CONDITIONING
RUBUSOSIDE,"HUMECTANT, SKIN CONDITIONING"
RUBY POWDER,SKIN CONDITIONING
RUSCOGENIN,SKIN CONDITIONING
RUTIN,"ANTIOXIDANT, HAIR CONDITIONING, SKIN CONDITIONING"
RUTINYL SUCCINATE,"ANTIOXIDANT, HAIR CONDITIONING, SKIN PROTECTING, UV ABSORBER"
